city_eng|country_eng|iata_code|name_eng
Monkey Bay|Malawi|MYZ|Monkey Bay
Muzaffarnagar|India|MZA|Muzaffarnagar
Mocimboa Praia|Mozambique|MZB|Mocimboa Praia
Mitzic|Gabon|MZC|Mitzic
Mendez|Ecuador|MZD|Mendez
Manatee|Guatemala|MZE|Manatee
Mzamba(Wild Coast Sun)|South Africa|MZF|Mzamba(Wild Coast Sun)
Makung|Taiwan|MZG|Makung
Merzifon|Turkey|MZH|Merzifon
Mopti|Mali|MZI|Mopti
Marana|United States|MZJ|Marana
Marakei|Kiribati|MZK|Marakei
Manizales|Colombia|MZL|Santaguida
Metz|France|MZM|Frescaty
Minj|Papua New Guinea|MZN|Minj
Manzanillo|Cuba|MZO|Sierra Maestra
Motueka|New Zealand|MZP|Motueka
Mkuze|South Africa|MZQ|Mkuze
Mazar-i-sharif|Afghanistan|MZR|Mazar-i-sharif
Mostyn|Malaysia|MZS|Mostyn
Mazatlan|Mexico|MZT|Gen Rafael Buelna
Muzaffarpur|India|MZU|Muzaffarpur
Mulu, Sarawak|Malaysia|MZV|Mulu, Sarawak
Mechria|Algeria|MZW|Mechria
Mena|Ethiopia|MZX|Mena
Mossel Bay|South Africa|MZY|Mossel Bay
Marion|United States|MZZ|Marion
Narrabri|Australia|NAA|Narrabri
Albany|United States|NAB|Albany NAS
Naracoorte|Australia|NAC|Naracoorte
Macanal|Colombia|NAD|Macanal
Natitingou|Benin|NAE|Natitingou
Banaina|Indonesia|NAF|Banaina
Nagpur|India|NAG|Sonegaon
Naha|Indonesia|NAH|Naha
Annai|Guyana|NAI|Annai
Nakhichevan|Azerbaijan|NAJ|Nakhichevan
Nakhon Ratchasima|Thailand|NAK|Nakhon Ratchasima
Nalchik|Russian Federation|NAL|Nalchik
Namlea|Indonesia|NAM|Namlea
Nadi|Fiji|NAN|Nadi International
Nanchong|China|NAO|Nanchong
Napoli|Italy|NAP|Capodichino
Qaanaaq|Greenland|NAQ|Qaanaaq
Nare|Colombia|NAR|Nare
Nassau|Bahamas|NAS|Nassau International
Natal|Brazil|NAT|Augusto Severo
Napuka Island|French Polynesia|NAU|Napuka Island
Nevsehir|Turkey|NAV|Nevsehir
Narathiwat|Thailand|NAW|Narathiwat
Barbers Point|United States|NAX|Barbers Point
Beijing|China|NAY|Nanyuan Airport
Star Habour|Solomon Islands|NAZ|Nana
Nambaiyufa|Papua New Guinea|NBA|Nambaiyufa
Barrancominas|Colombia|NBB|Barrancominas
Naberevnye Chelny|Russian Federation|NBC|Naberevnye Chelny
New Orleans|United States|NBG|NAS/Alvin Callendar
Nambucca Heads|Australia|NBH|Nambucca Heads
San Blas|Panama|NBL|San Blas
Nairobi|Kenya|NBO|Jomo Kenyatta International
New York|Colombia|NBP|Battery Pk City/N. Cov
Nambour|Australia|NBR|Nambour
Glenview|United States|NBU|NAS
Cana Brava|Brazil|NBV|Cana Brava
Guantanamo|Cuba|NBW|Guantanamo NAS
Nabire|Indonesia|NBX|Nabire
North Caicos|Turks and Caicos Islands|NCA|North Caicos
Paloma Grande|Mexico|NCG|Nueva Casas Grandes
Nachingwea|Tanzania|NCH|Nachingwea
Necocli|Colombia|NCI|Necocli
Newcastle|United Kingdom|NCL|Newcastle Airport
New Chenega|United States|NCN|New Chenega
Quonset Point|United States|NCO|NAS
Luzon Is|Philippines|NCP|Cubi Pt NAS
Marietta, GA|United States|NCQ|Atlanta Nas
San Carlos|Nicaragua|NCR|San Carlos
Newcastle|South Africa|NCS|Newcastle
Nicoya|Costa Rica|NCT|Guanacaste
Nukus|Uzbekistan|NCU|Nukus
Annecy|France|NCY|Annecy-Meythe
Bandanaira|Indonesia|NDA|Bandanaira
Nouadhibou|Mauritania|NDB|Nouadhibou
Nanded|India|NDC|Nanded
Sumbe|Angola|NDD|Sumbe
Mandera|Kenya|NDE|Mandera
Ndalatandos|Angola|NDF|Ndalatandos
Qiqihar|Mongolia|NDG|Qiqihar
Namudi|Papua New Guinea|NDI|Namudi
Ndjamena|Chad|NDJ|Ndjamena
Namdrik Island|Marshall Islands|NDK|Namdrik Island
Ndele|Central African Republic|NDL|Ndele
Mendi|Ethiopia|NDM|Mendi
Nadunumu|Papua New Guinea|NDN|Nadunumu
La Palma Del Condado|Spain|NDO|La Palma Del Condado
Pensacola, FL|United States|NDP|Ellyson NAS
Nador|Morocco|NDR|Nador
Sandstone|Australia|NDS|Sandstone
Rundu|Namibia|NDU|Rundu
Anacostia|Ethiopia|NDV|USN Heliport
Sanday|United Kingdom|NDY|Sanday
Nordholz-Spieka|Germany|NDZ|Cuxhaven
Glynco|United States|NEA|Brunswick Golden Isles
Necochea|Argentina|NEC|Necochea
Neftekamsk|Russian Federation|NEF|Neftekamsk
Negril|Jamaica|NEG|Negril
Nejjo|Ethiopia|NEJ|Nejjo
Nekemt|Ethiopia|NEK|Nekemt
Lakehurst|United States|NEL|Naec
Whitehouse|United States|NEN|Olf Usn
Neryungri|Russian Federation|NER|Neryungri
New York|Colombia|NES|East 34th St Landing
New Bight|Bahamas|NET|New Bight
Sam Neua|Laos|NEU|Sam Neua
Nevis|Saint Kitts and Nevis|NEV|Newcastle
New Orleans|United States|NEW|Lakefront
Mt Clemens|United States|NFB|Detroit NAF
Nefteyugansk|Russian Federation|NFG|Nefteyugansk
Fallon|United States|NFL|NAS
Nafoora|Libya|NFR|Nafoora
Young|Australia|NGA|Young
Ningbo|China|NGB|Ningbo
Grand Canyon|United States|NGC|North Rim
Anegada|British Virgin Islands|NGD|Anegada
Ngaoundere|Cameroon|NGE|Ngaoundere
Ngau Island|Fiji|NGI|Ngau Island
Ngala|Zambia|NGL|Ngala Airfield
Agana|Guam (USA)|NGM|Agana NAS
Nargana|Panama|NGN|Nargana
Corpus Christi|United States|NGP|NAS
Ningerum|Papua New Guinea|NGR|Ningerum
Nagasaki|Japan|NGS|Nagasaki
Norfolk|United States|NGU|Nas Chambers
Ngiva|Egypt|NGV|Ngiva
Corpus Christi|United States|NGW|Cabaniss Field
Manang|Nepal|NGX|Manang
Alameda|United States|NGZ|NAS
Nha Trang|Vietnam|NHA|Nha Trang
Minhad AB|United Arab Emirates|NHD|Minhad AB
New Halfa|Sudan|NHF|New Halfa
Patuxent River|United States|NHK|NAS
Nushki|Pakistan|NHS|Nushki
Northolt|United Kingdom|NHT|Northolt
Nuku Hiva|French Polynesia|NHV|Nuku Hiva
Foley|United States|NHX|Barin Olf Osn
Brunswick|United States|NHZ|NAS
Nimba|Liberia|NIA|Nimba
Nikolai|United States|NIB|Nikolai
Nicosia|Cyprus|NIC|Nicosia International
Niblack|United States|NIE|Niblack
Nifty|Australia|NIF|Nifty
Nikunau|Kiribati|NIG|Nikunau
Niokolo Koba|Senegal|NIK|Niokolo Koba
Niamey|Niger|NIM|Niamey
Ninilchik|United States|NIN|Ninilchik
Nioki|Democratic Republic Of Congo|NIO|Nioki
Jacksonville|United States|NIP|Jacksonville NAS
Beeville|United States|NIR|Chase Field NAS
Simberi Island|Papua New Guinea|NIS|Simberi
Niort|France|NIT|Niort
Nioro|Mali|NIX|Nioro
Atsugi|Japan|NJA|Atsugi NAS
Nizhnevartovsk|Russian Federation|NJC|Nizhnevartovsk
El Centro, CA|United States|NJK|El Centro NAF
Nkan|Gabon|NKA|Nkan
Noonkanbah|Australia|NKB|Noonkanbah
Nouakchott|Mauritania|NKC|Nouakchott
Sinak|Indonesia|NKD|Sinak
Nanking/nanjing|China|NKG|Lukou International Airport
Naukiti|United States|NKI|Naukiti
Nkolo|Democratic Republic Of Congo|NKL|Nkolo
Nagoya|Japan|NKM|Komaki AFB
Nankina|Papua New Guinea|NKN|Nankina
Ankokoambo|Madagascar|NKO|Ankokoambo
Nkongsamba|Cameroon|NKS|Nkongsamba
Nkaus|Lesotho|NKU|Nkaus
Nichen Cove, AK|United States|NKV|Nichen Cove
San Diego|United States|NKX|Miramar MCAS
Nkayi|Congo|NKY|Nkayi
Ndola|Zambia|NLA|Ndola
Lemoore, CA|United States|NLC|Lemoore NAS (Reeves Field)
Nuevo Laredo|Mexico|NLD|Intl Quetzalcoatl
Niles|United States|NLE|Jerry Tyler Memorial
Darnley Island|Australia|NLF|Darnley Island
Nelson Lagoon|United States|NLG|Nelson Lagoon
Norfolk Island|Norfolk Island|NLK|Norfolk Island
Nullagine|Australia|NLL|Nullagine
Nelspruit|South Africa|NLP|Nelspruit International
Nicholson|Australia|NLS|Nicholson
Santa Lucia|Mexico|NLU|Santa Lucia
Nikolaev|Ukraine|NLV|Nikolaev
Namangan|Uzbekistan|NMA|Namangan
Daman|India|NMB|Daman
Nightmute|United States|NME|Nightmute
San Miguel|Panama|NMG|San Miguel
Nomane|Papua New Guinea|NMN|Nomane
New Moon|Australia|NMP|New Moon
Nappa Merry|Australia|NMR|Nappa Merry
Namsang|Myanmar|NMS|Namsang
Namtu|Myanmar|NMT|Namtu
Namu|Marshall Islands|NMU|Namu
Kenitra|Morocco|NNA|NAF
Santa Ana|Solomon Islands|NNB|Santa Ana
Nangade|Mozambique|NND|Nangade
Nanning|China|NNG|Nanning
Namutoni|Namibia|NNI|Namutoni
Naknek|United States|NNK|Naknek
Nondalton|United States|NNL|Nondalton
Naryan-Mar|Russian Federation|NNM|Naryan-Mar
Spiddal|Germany|NNR|Connemara
Nan|Thailand|NNT|Nan
Nanuque|Brazil|NNU|Nanuque
Nunukan|Indonesia|NNX|Nunukan
Nanyang|China|NNY|Nanyang
Nowra|Australia|NOA|Nowra
Nosara Beach|Costa Rica|NOB|Nosara Beach
Knock|Ireland|NOC|Ireland West Airport Knock
Norden|Germany|NOD|Norden
Norddeich|Germany|NOE|Norddeich
Nogales|Mexico|NOG|Nogales
Chicago|Belize|NOH|Chicago NAS
Novorossijsk|Russian Federation|NOI|Krymsk
Nojabrxsk|Russian Federation|NOJ|Nojabrxsk
Nova Xavantina|Brazil|NOK|Nova Xavantina
Nakolik River|Poland|NOL|Nakolik River
Nomad River|Papua New Guinea|NOM|Nomad River
Rotima|Kiribati|NON|Nonouti
Naoro|Papua New Guinea|NOO|Naoro
Nordfjordur|Iceland|NOR|Nordfjordur
Nossi-Be|Madagascar|NOS|Fascene
Novato|United States|NOT|Novato
Noumea|New Caledonia|NOU|Tontouta
Huambo|Angola|NOV|Huambo
Novokuznetsk|Russian Federation|NOZ|Novokuznetsk
Pensacola|United States|NPA|Pensacola NAS
Napier-Hastings|New Zealand|NPE|Hawkes Bay
Nipa|Papua New Guinea|NPG|Nipa
Nephi|United States|NPH|Nephi
New Plymouth|New Zealand|NPL|New Plymouth
Nangapinoh|Indonesia|NPO|Nangapinoh
Napperby|Australia|NPP|Napperby
Newport|United States|NPT|State
San Pedro Uraba|Colombia|NPU|San Pedro Uraba
Millington, TN|United States|NQA|Millington Regional Jetport
Kingsville|United States|NQI|NAS
Niquelandia|Brazil|NQL|Niquelandia
Neuquen|Argentina|NQN|Neuquen
Nottingham|United Kingdom|NQT|Nottingham Airport
Nuqui|Colombia|NQU|Nuqui
Key West|United States|NQX|NAS
Newquay|United Kingdom|NQY|Newquay Cornwall Airport
Narrandera|Australia|NRA|Narrandera
Mayport|United States|NRB|Ns
Crows Landing|United States|NRC|Aux Field
Norderney|Germany|NRD|Norderney
Namrole|Indonesia|NRE|Namrole
Narrogin|Australia|NRG|Narrogin
Shangri-la|United States|NRI|Shangri-la
Norrkoping|Sweden|NRK|Kungsangen
North Ronaldsay|United Kingdom|NRL|North Ronaldsay
Nara|Mali|NRM|Nara
Dusseldorf|Germany|NRN|Weeze
Roosevelt Roads|Puerto Rico|NRR|Roosevelt NAS
Imperial Beach|Romania|NRS|NAS
Tokyo|Japan|NRT|Narita International Airport
Guam|Guam (USA)|NRV|USCG Shore Station
Newry|Australia|NRY|Newry
Noosa|Australia|NSA|Noosa
Bimini|Bahamas|NSB|North SPB
Milton|United States|NSE|Whiting Field NAS
Camp Springs|United States|NSF|Andrews NAF
Now Shahr|Iran|NSH|Now Shahr
Yaounde|Cameroon|NSI|Nsimalen International
Norseman|Australia|NSM|Norseman
Nelson|New Zealand|NSN|Nelson
Scone|Australia|NSO|Scone
Sangley Point|Philippines|NSP|NAF
Nakhon Si Thammarat|Thailand|NST|Nakhon Si Thammarat
Noosaville|Australia|NSV|Noosaville
N. Sound/Virgin Gorda|British Virgin Islands|NSX|Hovercraft/Launch Pt
Tokat|Italy|NSY|Sigonella NAF
Natadola|Fiji|NTA|Natadola
Notodden|Norway|NTB|Notodden
Santa Carolina|Sudan|NTC|Santa Carolina
Port Hueneme, CA|United States|NTD|Point Mugu NAS (Naval Base Ventura County
Nantes|France|NTE|Nantes Atlantique
Nantong|Ghana|NTG|Nantong
Bintuni|Indonesia|NTI|Bintuni
Manti|United States|NTJ|Manti-Ephraim
Newcastle|Australia|NTL|Williamtown
Miracema Do Norte|Brazil|NTM|Miracema Do Norte
Normanton|Australia|NTN|Normanton
Santo Antao|Cape Verde|NTO|Santo Antao
Wajima|Japan|NTQ|Noto Airport
Tuxtla Gutierrez|Mexico|NTR|Tuxtla Gutierrez
Niuatoputapu|Tonga|NTT|Kuini Lavenia
Oceana|United States|NTU|NAS
Natuna Ranai|Indonesia|NTX|Natuna Ranai
Sun City|South Africa|NTY|Pilanesberg
Numbulwar|Australia|NUB|Numbulwar
En Nahud|Sudan|NUD|En Nahud
Hatton|Sri Lanka|NUF|Castlereigh Reservoir
Nuguria|Papua New Guinea|NUG|Nuguria
Nunchia|Colombia|NUH|Nunchia
Nuiqsut|United States|NUI|Nuiqsut
Nojeh|Iran|NUJ|Nojeh
Nukutavake|French Polynesia|NUK|Nukutavake
Nulato|United States|NUL|Nulato
Pensacola|United States|NUN|Saufley NAS
Nunapitchuk|United States|NUP|Nunapitchuk
Mountain View|United States|NUQ|Moffett Field
Nullarbor|Australia|NUR|Nullarbor
Norsup|Vanuatu|NUS|Norsup
Nutuve|Papua New Guinea|NUT|Nutuve
Nakuru|Kenya|NUU|Nakuru
Oak Harbor|United States|NUW|Whidbey Island NAS (Ault Field)
Novy Urengoy|Russian Federation|NUX|Novy Urengoy
Neiva|Colombia|NVA|La Marguita
Nevada|United States|NVD|Nevada
Nueva Guinea|Nicaragua|NVG|Nueva Guinea
Navoi|Uzbekistan|NVI|Navoi
Narvik|Norway|NVK|Framnes
Aripuana|Brazil|NVP|Novo Aripuana
Novgorod|Russian Federation|NVR|Novgorod Airport
Nevers|France|NVS|Nevers
Navegantes|Brazil|NVT|Navegantes
Neyveli|India|NVY|Neyveli
Moheli|Comoros|NWA|Moheli
Newport|United States|NWH|Parlin Field
Norwich|United Kingdom|NWI|Norwich International Airport
Argentia|Canada|NWP|NS
New York|Colombia|NWS|Pier 11/Wall St. SPB
Nowata|Papua New Guinea|NWT|Nowata
Bermuda|Bermuda|NWU|NAS
Willow Grove|United States|NXX|Willow Grove NAS
Nyeri|Kenya|NYE|Nyeri
Quantico|United States|NYG|Quantico Nas
Sunyani|Ghana|NYI|Sunyani
Nanyuki|Kenya|NYK|Nanyuki
Nadym|Russian Federation|NYM|Nadym
Nyngan|Australia|NYN|Nyngan
Stockholm|Sweden|NYO|Skavsta
Nyaung-u|Myanmar|NYU|Nyaung-u
Nzagi|Angola|NZA|Nzagi
Nzerekore|Guinea|NZE|Nzerekore
Manzhouli|China|NZH|Manzhouli
Nzoia|Kenya|NZO|Nzoia
South Weymouth|United States|NZW|South Weymouth
San Diego|United States|NZY|North Island Nas
Orange|Australia|OAG|Springhill
Jacksonville|United States|OAJ|Albert J Ellis
Oakland|United States|OAK|Oakland International Airport
Cacoal|Brazil|OAL|Cacoal
Oamaru|New Zealand|OAM|Oamaru
Olanchito|Honduras|OAN|Olanchito
Marina, CA|United States|OAR|Marina Municipal
Oaxaca|Mexico|OAX|Xoxocotlan
Oban|Australia|OBA|Oban
Obock|Djibouti|OBC|Obock
Obano|Indonesia|OBD|Obano
Okeechobee|United States|OBE|County
Oberpfaffenhofen|Germany|OBF|Oberpfaffenhofen
Obidos|Brazil|OBI|Obidos
Zoersel|Belgium|OBL|Zoersel
Morobe|Papua New Guinea|OBM|Morobe
Oban|United Kingdom|OBN|Oban Airport
Obihiro|Japan|OBO|Obihiro
Aubenas|France|OBS|Vals-Lanas
Oakland|United States|OBT|Oakland/Coliseum Stat
Kobuk|United States|OBU|Kobuk/Wien
Obo|Papua New Guinea|OBX|Obo
Ittoqqortoormiit|Greenland|OBY|Ittoqqortoormiit
Ocean Reef|United States|OCA|Ocean Reef
Coca|Ecuador|OCC|Coca
Ocean City|United States|OCE|Municipal
Ocala|United States|OCF|Taylor Field
Nacogdoches, TX|United States|OCH|A L Mangham Jr. Regional
Oceanic|United States|OCI|Oceanic
Ocho Rios|Jamaica|OCJ|Boscobel
Oceanside|United States|OCN|Municipal
Ocana|Colombia|OCV|Aguasclaras
Washington|United States|OCW|Warren Field
Ouadda|Central African Republic|ODA|Ouadda
Cordoba|Spain|ODB|Cordoba
Oodnadatta|Australia|ODD|Oodnadatta
Odense|Denmark|ODE|Beldringe
Odiham|United Kingdom|ODH|RAF Station
Ouanda Djalle|Central African Republic|ODJ|Ouanda Djalle
Cordillo Downs|Australia|ODL|Cordillo Downs
Long Seridan|Malaysia|ODN|Long Seridan
Ord River|Australia|ODR|Ord River
Odessa|Ukraine|ODS|Odessa International
Oak Harbor|United States|ODW|Oak Harbor
Oudomxay|Laos|ODY|Oudomxai
Vincennes|United States|OEA|Oneal
Ocussi|Indonesia|OEC|Ocussi
Orel|Russian Federation|OEL|Orel
Paloemeu|Suriname|OEM|Vincent Fayks
Osceola|United States|OEO|Municipal
Ornskoldsvik|Sweden|OER|Ornskoldsvik
San Antonio Oeste|Argentina|OES|San Antonio Oeste
Ouango Fitini|Cote D&#039;Ivoire|OFI|Ouango Fitini
Olafsfjordur|Iceland|OFJ|Olafsfjordur
Norfolk|United States|OFK|Stefan Field
Ofu|American Samoa|OFU|Ofu
Ogallala|United States|OGA|Searle Field
Orangeburg|United States|OGB|Municipal
Ogden|United States|OGD|Municipal
Ogeranang|Papua New Guinea|OGE|Ogeranang
Maui|United States|OGG|Kapalua
Ogle|Guyana|OGL|Ogle
Yonaguni Jima|Japan|OGN|Yonaguni Jima
Abengourou|Cote D&#039;Ivoire|OGO|Abengourou
Bongor|Chad|OGR|Bongor
Ogdensburg|United States|OGS|Ogdensburg
Ongava Game Reserve|Namibia|OGV|Ongava Game Reserve
Ouargla|Algeria|OGX|Ain Beida
Vladikavkaz|Russian Federation|OGZ|Beslan
Ohakea|New Zealand|OHA|Royal Air Force Base
Northeast Cape|United States|OHC|AFS
Ohrid|Macedonia|OHD|Ohrid
Oshakati|Namibia|OHI|Oshakati
Okhotsk|Russian Federation|OHO|Okhotsk
Oban|Gabon|OHP|Heliport
Wyk Auf Foehr|Germany|OHR|Wyk Auf Foehr
Kohat|Pakistan|OHT|Kohat
Ourilandia|Portugal|OIA|Ourilandia
Norwich|United States|OIC|Eaton
Oil City, PA|United States|OIL|Splane Memorial
Oshima|Japan|OIM|Oshima
Okushiri|Japan|OIR|Okushiri
Oita|Japan|OIT|Oita
Kansas City|United States|OJC|Johnson Executive
Okinawa|Japan|OKA|Naha
Orchid Beach|Australia|OKB|Fraser Island
Oklahoma City|United States|OKC|Will Rogers World Airport
Sapporo|Japan|OKD|Okadama
Okino Erabu|Japan|OKE|Okino Erabu
Okaukuejo|Namibia|OKF|Okaukuejo
Okoyo|Congo|OKG|Okoyo
Oakham|United Kingdom|OKH|Cottesmor RAF
Oki Island|Japan|OKI|Oki Island
Okayama|Japan|OKJ|Okayama
Kokomo|United States|OKK|Kokomo
Oksibil|Indonesia|OKL|Oksibil
Okmulgee|United States|OKM|Okmulgee
Okondja|Gabon|OKN|Okondja
Tokyo|Japan|OKO|Yokota Afb
Oksapmin|Papua New Guinea|OKP|Oksapmin
Okaba|Indonesia|OKQ|Okaba
Yorke Island|Australia|OKR|Yorke Island
Oshkosh|United States|OKS|Oshkosh
Oktiabrskij|Russian Federation|OKT|Oktiabrskij
Mokuti Lodge|Namibia|OKU|Mokuti Lodge
Okao|Indonesia|OKV|Okao
Oakey|Australia|OKY|Oakey
Orland|Norway|OLA|Orland
Olbia|Italy|OLB|Costa Smeralda
Old Town|United States|OLD|Old Town
Olean|United States|OLE|Municipal
Wolf Point|United States|OLF|International
Old Harbor|United States|OLH|Old Harbor SPB
Olafsvik|Iceland|OLI|Rif
Olpoi|Vanuatu|OLJ|Olpoi
Fuerte Olimpo|Paraguay|OLK|Fuerte Olimpo
Olympia|United States|OLM|Olympia
Colonia Sarmiento|Argentina|OLN|Colonia Sarmiento
Olomouc|Czech Republic|OLO|Olomouc
Olympic Dam|Australia|OLP|Olympic Dam
Olsobip|Papua New Guinea|OLQ|Olsobip
Nogales|United States|OLS|International
Columbus, NE|United States|OLU|Columbus Municipal
Olive Branch|United States|OLV|Olive Branch Arpt
Olney|United States|OLY|Olney-Noble
Omaha|United States|OMA|Eppley Airfield
Omboue|Gabon|OMB|Omboue
Ormoc|Philippines|OMC|Ormoc
Oranjemund|Namibia|OMD|Oranjemund
Nome|United States|OME|Nome
Mafraq|Jordan|OMF|King Hussein
Omega|Namibia|OMG|Omega
Urmieh|Iran|OMH|Urmieh
Omidieh|Iran|OMI|Omidieh
Omura|Japan|OMJ|Omura
Omak|United States|OMK|Municipal
Omkalai|Papua New Guinea|OML|Omkalai
Marmul|Oman|OMM|Marmul
Osmanabad|India|OMN|Osmanabad
Mostar|Bosnia And Herzegovina|OMO|Mostar
Oradea|Romania|OMR|Oradea
Omsk|Russian Federation|OMS|Omsk
Oddor Meanche|Cambodia|OMY|Oddor Meanche
Winona|United States|ONA|Municipal
Ononge|Papua New Guinea|ONB|Ononge
Ondangwa|Namibia|OND|Ondangwa
Onepusu|Solomon Islands|ONE|Onepusu
Mornington|Australia|ONG|Mornington
Oneonta|United States|ONH|Municipal
Moanamani|Indonesia|ONI|Moanamani
Odate Noshiro|Japan|ONJ|Odate Noshiro
Oneill|United States|ONL|Municipal
Socorro|United States|ONM|Socorro
Onion Bay|United States|ONN|Onion Bay
Ontario|United States|ONO|Ontario Municipal Airport
Newport|United States|ONP|Newport
Zonguldak|Turkey|ONQ|Zonguldak
Monkira|Australia|ONR|Monkira
Onslow|Australia|ONS|Onslow
Ontario|United States|ONT|Ontario International
Ono I Lau|Fiji|ONU|Ono I Lau
Colon|Panama|ONX|Enrique Adolfo Jimenez
Olney|United States|ONY|Olney
Oskaloosa|United States|OOA|Municipal
Toksook Bay|United States|OOK|Toksook Bay
Coolangatta/Gold Coast|Australia|OOL|Coolangatta/Gold Coast
Cooma|Australia|OOM|Cooma
Mooraberree|Australia|OOR|Mooraberree
Onotoa|Kiribati|OOT|Onotoa
Kopasker|Iceland|OPA|Kopasker
Open Bay|Papua New Guinea|OPB|Open Bay
Miami|United States|OPF|Opa Locka
Oenpelli|Australia|OPI|Oenpelli
Opelousas|United States|OPL|St Landry Parish
Porto|Portugal|OPO|Francisco Sб Carneiro
Sinop|Brazil|OPS|Sinop
Balimo|Papua New Guinea|OPU|Balimo
Opuwa|Namibia|OPW|Opuwa
Oran|Argentina|ORA|Oran
Orebro|Sweden|ORB|Orebro-bofors
Orocue|Colombia|ORC|Orocue
Chicago, Il|United States|ORD|Chicago O&#039;hare International
Orleans|France|ORE|Orleans
Norfolk|United States|ORF|Norfolk International Airport
Paramaribo|Suriname|ORG|Zorg En Hoop
Worcester|United States|ORH|Worcester Regional Airport
Port Lions|United States|ORI|Port Lions SPB
Orinduik|Brazil|ORJ|Orinduik
Cork|Ireland|ORK|Cork
Orlando|United States|ORL|Orlando Executive
Northampton|United Kingdom|ORM|Northampton
Oran|Algeria|ORN|Es Senia
Yoro|Honduras|ORO|Yoro
Orapa|Botswana|ORP|Orapa
Norwalk|United States|ORQ|Heliport
Yorketown|Australia|ORR|Yorketown
Orpheus Island Resort|Australia|ORS|Waterport
Northway|United States|ORT|Northway
Oruro|Bolivia|ORU|Oruro
Noorvik|United States|ORV|Curtis Memorial
Ormara|Pakistan|ORW|Ormara
Oriximina|Brazil|ORX|Oriximina
Paris|France|ORY|Orly
Orange Walk|Belize|ORZ|Orange Walk
Osage Beach|United States|OSB|Osage Beach
Oscoda|United States|OSC|Wurtsmith AFB
Ostersund|Sweden|OSD|Froesoe
Omora|Papua New Guinea|OSE|Omora
Ossima|Papua New Guinea|OSG|Ossima
Oshkosh|United States|OSH|Wittman Field
Osijek|Croatia|OSI|Osijek
Oskarshamn|Sweden|OSK|Oskarshamn
Oslo|Norway|OSL|Oslo Airport, Gardermoen
Mosul|Iraq|OSM|Mosul
Osan|Korea (South)|OSN|Osan AB
Slupsk|Poland|OSP|Redzikowo
Ostrava|Czech Republic|OSR|Mosnov
Osh|Kyrgyzstan|OSS|Osh International Airport
Ostend|Belgium|OST|Ostend/Bruges International Airport
Columbus|United States|OSU|Ohio State University
Orsk|Russian Federation|OSW|Orsk
Kosciusko|United States|OSX|Attala County
Namsos|Norway|OSY|Namsos
Koszalin|Poland|OSZ|Koszalin
Mota|Ethiopia|OTA|Mota
Bol|Chad|OTC|Bol
Contadora|Panama|OTD|Contadora
Worthington|United States|OTG|Worthington
North Bend|United States|OTH|North Bend
Pitu, Morotai Island|Indonesia|OTI|Morotai Island
Otjiwarongo|Namibia|OTJ|Otjiwarongo
Boutilimit|Mauritania|OTL|Boutilimit
Ottumwa|United States|OTM|Industrial
Oaktown|United States|OTN|Green
Otto|United States|OTO|Vor
Bucharest|Romania|OTP|Henri Coanda International
Coto 47|Costa Rica|OTR|Coto 47
Anacortes|United States|OTS|Anacortes
Otu|Colombia|OTU|Otu
Ontong Java|Solomon Islands|OTV|Ontong Java
Oria|Papua New Guinea|OTY|Oria
Kotzebue|United States|OTZ|Kotzebue
Ouagadougou|Burkina Faso|OUA|Ouagadougou
Oujda|Morocco|OUD|Les Angades
Ouesso|Congo|OUE|Ouesso
Ouahigouya|Burkina Faso|OUG|Ouahigouya
Oudtshoorn|South Africa|OUH|Oudtshoorn
Ban Houei|Laos|OUI|Ban Houei
Outer Skerries|United Kingdom|OUK|Outer Skerries
Oulu|Finland|OUL|Oulu
Oum Hadjer|Chad|OUM|Oum Hadjer
Norman|United States|OUN|Max Westheimer
Batouri|Cameroon|OUR|Batouri
Ourinhos|Brazil|OUS|Ourinhos
Bousso|Chad|OUT|Bousso
Ouanga|Gabon|OUU|Ouanga
Zouerate|Mauritania|OUZ|Zouerate
Bekily|Madagascar|OVA|Bekily
Novosibirsk|Russian Federation|OVB|Tolmachevo
Oviedo/Aviles|Spain|OVD|Asturias
Oroville|United States|OVE|Oroville
Overberg|Belgium|OVG|Overberg (FAOB)
Ovalle|Chile|OVL|Ovalle
Olavarria|Argentina|OVR|Olavarria
Owatonna|United States|OWA|Owatonna
Owensboro|United States|OWB|Daviess County
Norwood|United States|OWD|Memorial
Owendo|Gabon|OWE|Owendo
Norridgewock|United States|OWK|Central Maine Airport of Norridgewock
Bissau|Guinea-Bissau|OXB|Osvaldo Vieira International
Oxford, CT|United States|OXC|Waterbury-oxford
Oxford|Canada|OXD|Miami University
Oxford|United Kingdom|OXF|Oxford (Kidlington)
Orientos|Australia|OXO|Orientos
Ventura|United States|OXR|Ventura
Morney|Australia|OXY|Morney
Goya|Argentina|OYA|Goya
Oyem|Gabon|OYE|Oyem
Moyo|Uganda|OYG|Moyo
Oiapoque|Brazil|OYK|Oiapoque
Moyale|Ethiopia|OYL|Moyale
Ouyen|Australia|OYN|Ouyen
Tres Arroyos|Argentina|OYO|Tres Arroyos
St Georges de lOyapock|French Guiana|OYP|St-Georges de lOyapock
Yosemite Ntl Park|United States|OYS|Yosemite Ntl Park
Ozona|United States|OZA|Ozona Municipal
Ozamis City|Philippines|OZC|Labo
